No.,Cod.,"Centro de Costo","Punto BI",Agencia,Ubicación,Dirección,"Tiempo de respuesta","Base de Patrullaje","Patrullaje Para Abastecimiento","TIEMPO DE RESPUESTA (MN)","SECTOR OPERATIVO",VALORES
1672,HS,,HOSPITAL,"HOSPITAL SERMESA ESKALA ROOSEVELT",LOCAL,"Km. 13.8 Calzada Roosevelt  C.C. Eskala Roosevelt 3Er Nivel",0:15:00,"Central ",N/A,"Sin Cobertura",,EBANO
1673,HS,,HOSPITAL,"HOSPITAL SERMESA  LOS CEDROS ZONA 1",LOCAL,"8A Ave. 2-48 zona 1",0:15:00,"Zona 1 ",N/A,"Sin Cobertura",,EBANO
1674,HS,,HOSPITAL,"HOSPITAL SERMESA CIUDAD VIEJA",LOCAL,"3A Calle Final 10-70 zona 10",0:10:00,"Zona 10",N/A,"Sin Cobertura",,EBANO
1675,HS,,HOSPITAL,"HOSPITAL SERMESA NOVICENTRO",LOCAL,"17 Av. 28-01 zona 11",0:15:00,"Base San Cristobal",N/A,"Sin Cobertura",,EBANO
1676,HS,,HOSPITAL,"TECNODIAGNOSIS ZONA 14",LOCAL,"10 Calle 0-65 Zona 14, Edificio Verdever, Local 8",0:15:00,Américas,N/A,"Sin Cobertura",,EBANO
1677,AM02,,HOSPITAL,"ALERTA MÉDICA – SEDE ZONA 9",LOCAL,"6ª. Avenida 10-34, Zona 9 (a un costado de Agencia Autosexta)",0:15:00,"Zona 9",N/A,"Sin Cobertura",,EBANO
1678,HS,,HOSPITAL,"ALERTA MÉDICA – SEDE MAJADAS",LOCAL,"30 avenida "A"" 3-05 colonia Utatlán, II zona 11"",0:15:00,Roosevelt,N/A,"Sin Cobertura",,EBANO
1679,AM01,,AGENCIA,"ALERTA MÉDICA – SEDE CARRETERA AL SALVADOR",LOCAL,"Aldea Don Justo Kilometro 16, lote 12 Santa Catarina Pinula",0:15:00,Condado,N/A,"Sin Cobertura",,EBANO
1680,HS,,HOSPITAL,"ALERTA MÉDICA – SEDE EL PARADOR MILPAS ALTAS",DEPARTAMENTAL,"Kilometro 33.5 lote 42 Santa Lucia Milpas Altas",0:20:00,"San Lucas Sacatepéquez",N/A,"Sin Cobertura",,EBANO
1681,HS001,,HOSPITAL,"HOSPITAL LA PAZ LAS AMÉRICAS (HS001)",LOCAL,"10a. Calle 2-31 Zona 14, Las Americas",0:10:00,"ZONA 14",N/A,"Sin Cobertura",,EBANO
1682,O099,,OFICINA,"OFN BODEGA SERMESA NOVICENTRO (O99) BODEGA DE ALIMENTOS",LOCAL,"Calzada Aguilar Batres 48-32 Zona 12, Colonia Castañas",0:10:00,"ZONA 11","22 C AG BATRES ZONA 11","Sin Cobertura",,EBANO
1683,HS131,,HOSPITAL,"LOCAL 1 TECNODIAGNÓSIS INTERAMERICAS",LOCAL,"Diagonal 6, 10-50, Zona 10, Torre Norte, Local 108",0:20:00,"Zona 10",,"Sin Cobertura",,EBANO
1684,HS,,HOSPITAL,"HOSPITAL PLAZA CIANI (199)",DEPARTAMENTAL,"24 avenida 4ta. Calle zona 1, Quetzaltenango",0:10:00,"Agencia Ebano Quetzaltenango",N/A,"Sin cobertura",,EBANO
1685,HS,,HOSPITAL,"ALERTA MÉDICA - ROOSEVELT",LOCAL,"11 Avenida final zona 3 de Mixco, Calzada Roosevelt ",0:20:00,"Central ",N/A,"Sin cobertura",,EBANO
1686,AMB01,,HOSPITAL,"Base Arrazola",LOCAL,"Gasolinera Shell Arrazola, Kilometro 17.5 Carretera El Salvador",0:15:00,"Condado, km. 17.5 carretera a el Salvador",,,,EBANO
1687,AMB02,,HOSPITAL,"Base Pradera Concepción",LOCAL,"Gasolinera Shell Pradera Concepción.  Kilometro 16 Carretera El Salvador",0:20:00,"Condado, km. 17.5 carretera a el Salvador",,,,EBANO
1688,AMB03,,HOSPITAL,"Base Muxbal",LOCAL,"Farmacia Meykos Muxbal (en el parqueo de clientes)",0:25:00,"Condado, km. 17.5 carretera a el Salvador",,,,EBANO
1689,"AMB 04",,HOSPITAL,"Agencia Atlántico",LOCAL,"Km 5.5 Carretera al Atlántico zona 17, CC Metronorte",0:20:00,"Norte, Km. 4.5 y 11 avenida zona 18 carretera al Atlántico",,,,EBANO
1690,"AMB 05",,HOSPITAL,"Agencia Vista Hermosa",LOCAL,"2a calle 20-50 zona 15 V.H. II",0:15:00,"Zona 15, 2da calle 20-60 zona 15 Vista Hermosa I",,,,EBANO
1691,"AMB 06",,HOSPITAL,"Agencia Pradera Zona 10",LOCAL,"18 calle 25-36 zona 10 La Pradera",0:20:00,"Zona 10, 1ra calle 3.-02 zona 13",,,,EBANO
1692,"AMB 07",,HOSPITAL,Central,LOCAL,"6a ave. 10-34 zona 9",0:20:00,"Zona 9, 1ra calle 3-02 Zona 13",,,,EBANO
1693,"AMB 08",,HOSPITAL,"Complejo Cotió",LOCAL,"4a ave. “B” 0-36 zona 2 de Mixco, Colonia Cotió (en parqueo de empleados)",0:20:00,"Central, 3ra avenida 12-84 zona 3 de Mixco",,,,EBANO
1694,"AMB 09",,HOSPITAL,"Centro Financiero",LOCAL,"Torre III Centro Financiero Bi Zona 4",0:20:00,"Zona 4, 1ra calle 3-02 zona 13",,,,EBANO
1695,"AMB 10",,HOSPITAL,"La Paz Zona 14",LOCAL,"Hospital La Paz zona 14",0:20:00,"Américas, 6ta avenida 1-60 zona 14",,,,EBANO
1696,"AMB 11",,HOSPITAL,Novicentro,LOCAL,"Hospital Novicentro Las Charcas",0:20:00,"San Cristóbal, 8ta avenida 33-98 zona 11",,,,EBANO
1697,"AMB 12",,HOSPITAL,"Agencia Condado Naranjo",LOCAL,"Boulevard El Naranjo 13-64 Condado Naranjo Local 11, zona 4 de Mixco",0:20:00,"San Juan, 12 avenida 3-00 zona 7 Calz. San Juan ",,,,EBANO
1698,"AMB 13",,HOSPITAL,"La Paz Occidente (Xela)",DEPARTAMENTAL,"Hospital La Paz Occidente (Xela)",0:15:00,"11ª. Calle 23-22 zona 3 Quetzaltenango",,,,EBANO
1699,O001,,OFICINA,"OFN ARCHIVO AGUILAR BATRES (O1)",LOCAL,"CALZADA AGUILAR BATRES 36-50 Z. 11",0:10:00,"ZONA 11",N/A,"Sin Cobertura",,EBANO
1700,O004,,OFICINA,"OFN RESIDENCIA ROMEO QUIÑONEZ  (O4)",LOCAL,"51 CALLE 18-48 Z. 12 A. PETAPA",0:10:00,"ZONA 12",N/A,"Sin Cobertura",,EBANO
1701,O059,,OFICINA,"OFN BODEGAS DE COMSERSA (O59)",LOCAL,"24 Ave. 4-81 zona 12 interior Almacenadora Integra",0:10:00,"ZONA 12",N/A,"Sin Cobertura",,EBANO
1702,O064,,OFICINA,"OFN CENTRO DE CRÉDITOS PLAZA PALMERAS (O64)",DEPARTAMENTAL,"CENTRO COMERICAL PLAZA PALMERAS, LOCAL 38 ESCUINTLA",0:10:00,ESCUINTLA,N/A,"Sin Cobertura",,EBANO
1703,O068,09.1.011,OFICINA,"OFN BODEGAS FUERTE EQUIPO (O68)",LOCAL,"48 CALLE 0-40 ZONA 11",0:10:00,"ZONA 11",N/A,"Sin Cobertura",,EBANO
1704,O070,,OFICINA,"OFN HANGAR (O70)",LOCAL,"11 AVENIDA 22-00 ZONA 13",0:10:00,"ZONA 14",N/A,"Sin Cobertura",,EBANO
1705,O106,,OFICINA,"OFN RESIDENCIA DIEGO PULIDO ANTIGUA (O106)",DEPARTAMENTAL,"Carretera a San Juan Obispo",0:15:00,Antigua,N/A,"Sin Cobertura",,EBANO
1706,O127,,OFICINA,"OFN RESIDENCIA LIC. GUILLERMO RODAS (O127)",LOCAL,"Km. 19 San José Pinula Condominio La Luz Casa #7",0:15:00,"KM 17.5",N/A,"Sin Cobertura",,EBANO
1707,O129,,OFICINA,"OFN FINCA SANTA ANITA COBAN (O129)",DEPARTAMENTAL,"Coban, Alta Verapaz",0:25:00,Coban,N/A,"Sin Cobertura",,EBANO
1708,O010,,OFICINA,"Ofn Unidad De Bolsas Xela (O010)",DEPARTAMENTAL,"4C. 11-38 Zona 1 Quetzaltenango",0:20:00,"AGENCIA QUETZALTENANGO",,"Sin Cobertura",,EBANO
1709,O016,,OFICINA,"Ofn Centros De Soportes Cotio (O016)",LOCAL,"4av. B 0-36 Zona 2 Mixco",0:20:00,Central,,"Sin Cobertura",,EBANO
1710,O023,,OFICINA,"Ofn Serjursa Cobranza Cotio (O023)",LOCAL,"4av. B 0-36 Zona 2 Mixco",0:20:00,Central,,"Sin Cobertura",,EBANO
1711,O030,,OFICINA,"Ofn Data Centro Roosevel Brs (O030)",LOCAL,"Calzada Roosevel 32-94 Zona 7",0:20:00,ROOSEVELT,,"Sin Cobertura",,EBANO
1712,O031,,OFICINA,"Ofn Museo Del Arzobispado (O031)",LOCAL,"7 Av 6-73 Zona 1 ",0:20:00,"Zona 1",,"Sin Cobertura",,EBANO
1713,O043,,OFICINA,"Ofn Call Center Cotió  (O043)",LOCAL,"4av. B 0-36 Zona 2 Mixco",0:20:00,Central,,"Sin Cobertura",,EBANO
1714,O065,,OFICINA,"Ofn Opercomsa Plaza El Roble (O065)",LOCAL,"Plaza El Roble ",0:20:00,"Zona 9",,"Sin Cobertura",,EBANO
1715,O066,,OFICINA,"Ofn Cobros Plaza El Roble (O066)",LOCAL,"Plaza El Roble",0:20:00,"Zona 9",,"Sin Cobertura",,EBANO
1716,O067,,OFICINA,"Ofn Casa Américas Lobby (O067)",LOCAL,"2 Calle Zona 10 Al Fondo De Agencia ",0:20:00,"Zona 10",,"Sin Cobertura",,EBANO
1717,O112,,OFICINA,"Ofn Centro De Computo (Data Centro) (O112)",LOCAL,"7Av 11-51 Zona 1",,,,"Sin Cobertura",,EBANO
1718,O115,,OFICINA,"OFN HOTEL SPRING (O115)",LOCAL,"8va avenida 12-65 zona 1 Guatemala, Guatemala.",0:20:00,"Zona 1",,"Sin Cobertura",,EBANO
1719,O125,,OFICINA,"Oficina Centro Crédito Plaza Atanasio (O125)",LOCAL,"Avenida Petapa, 51-57 Zona 12",,,,"Sin Cobertura",,EBANO
1720,O132,,OFICINA,"Oficina Seguros El Roble  (O132)",LOCAL,"1er. Nivel Torre 1",,,,"Sin Cobertura",,EBANO
1721,O218,,OFICINA,"Oficina Microfinanzas San Marcos (O218)",DEPARTAMENTAL,"5 AV B San Marcos, Atrás del Estadio Marquesa de L",0:20:00,,,"Sin Cobertura",,EBANO
1722,q000,08.2.146,CASETA,"QSA OFICINAS CENTRALES (Q000)",LOCAL,"6A Av. 33-69 Zona 11",0:10:00,"Base Shell Aguilar Batres",N/A,"Sin Cobertura",,EBANO
1723,q001,08.2.194,CASETA,"QSA COBIGUA PUERTO BARRIOS (Q001)",DEPARTAMENTAL,"9Na. Calle Las Champas Final, Oficinas De Cobigua",0:10:00,"Pto. Barrios",N/A,"Sin Cobertura",,EBANO
1724,q002,08.2.366,CASETA,"QSA INTECAP RETALHULEU (Q002)",DEPARTAMENTAL,"Km. 190 Carretera A Champerico, Retalhuleu",0:10:00,"Agencia Retalhuleu",N/A,"Sin Cobertura",,EBANO
1725,q003,08.2.377,CASETA,"QSA INTECAP COATEPEQUE (Q003)",DEPARTAMENTAL,"Km. 222 Carretera Ca-2 Pacifico Coatepeque Quetzaltenango",0:16,"Agencia Coatepeque",N/A,"Sin Cobertura",,EBANO
1726,q004,,CASETA,"QSA OBELISCO (Q004)",LOCAL,"16 Calle 7-25 Zona 09",0:10:00,"Americas Zona 13",N/A,"Sin Cobertura",,EBANO
1727,q005,,CASETA,"QSA AGUILAR BATRES (q005)",LOCAL,"Calz. Aguilar Batres 33-80 Zona 11",0:10:00,"Base Shell Aguilar Batres",N/A,"Sin Cobertura",,EBANO
1728,q006,08.2.349,CASETA,"QSA IGA CENTRAL (Q006)",LOCAL,"Ruta 1       4-05 Zona 4",0:10:00,"Base Shell Carmel",N/A,"Sin Cobertura",,EBANO
1729,q007,08.2.372,CASETA,"QSA FAHONDA Z. 4 (Q007)",LOCAL,"Via 8 Calle Mariscal Cruz 5-34 Zona 4",0:10:00,"Base Shell Carmel",N/A,"Sin Cobertura",,EBANO
1730,q008,,CASETA,"QSA NESTLE CAPITAL (Q008)",LOCAL,"Bodega #301 Parque Logístico Unisur 3  Fracción Finca  Los Jardines Interior a Kilometro 20  Carretera CA-9  Zona 10 Villa Nueva",0:10:00,"Shell Kaminal",N/A,"Sin Cobertura",,EBANO
1731,q009,,CASETA,"QSA SHELL GUATEMALA (q009)",LOCAL,"16 Calle 7-25 Zona 9",0:10:00,"Americas Zona 13",N/A,"Sin Cobertura",,EBANO
1732,q010,08.2.506,CASETA,"QSA INGENIO TULULA (Q010)",DEPARTAMENTAL,"Km  4.5 Carretera La Maquina , Cuyotenango, Suchitepequez",0:30:00,"Agencia Mazatenango",N/A,"Sin Cobertura",,EBANO
1733,q011,08.2.191,CASETA,"QSA PLAZA COMCEL (Q011)",LOCAL,"Kilometro 9.5 Carretera Al Salvador Plaza Comcel 1Er. Nivel",0:10:00," Base B.I. Vista Hermosa",N/A,"Sin Cobertura",,EBANO
1734,q012,08.2.369,CASETA,"QSA MAUTO ZONA 13 (Q012)",LOCAL,"10 Av. "A"" 26-70,  Colonia Santa Fe Zona 13"",0:10:00,"Base Americas",N/A,"Sin Cobertura",,EBANO
1735,q013,08.2.376,CASETA,"QSA TOMZA (Q013)",LOCAL,"Ave Petapa 21-03 Zona 12",0:10:00,"Base Shell Kaminal",N/A,"Sin Cobertura",,EBANO
1736,q014,08.2.054,CASETA,"QSA COLGATE (Q014)",LOCAL,"Avenida Ferrocarril 49-65, Zona 12",0:10:00,"Shell Santa Elisa Zona 12",N/A,"Sin Cobertura",,EBANO
1737,q015,08.2.187,CASETA,"QSA PAIZ PACIFIC (Q015)",LOCAL,"Calzada Aguilar Batres 32-00 Zona 11",0:10:00,"Base Shell Aguilar Batres",N/A,"Sin Cobertura",,EBANO
1738,q016,08.2.505,CASETA,"QSA LA CORRUGADORA (Q016)",DEPARTAMENTAL,"Bananera, Morales, Izabal",0:15:00,morales,N/A,"Sin Cobertura",,EBANO
1739,q017,08.2.511,CASETA,"QSA SABRITAS  NARANJO (Q017)",LOCAL,"27 Avenida 9-02, Parque Industrial El Naranjo Zona 4",0:15:00,"San Juan ",N/A,"Sin Cobertura",,EBANO
1740,q018,08.2.383,CASETA,"QSA INTECAP PUERTO BARRIOS  (Q018)",DEPARTAMENTAL,"Kilometro 293 Santo Tomas De Castilla Puerto Barrios",0:11:00,"Agencia Pto. Barrios",N/A,"Sin Cobertura",,EBANO
1741,q020,08.2.122,CASETA,"QSA RESIDENCIALES PABELLON 1 (Q020)",DEPARTAMENTAL,"Km. 52.5 Carretera a El Salto, zona 3 de Escuintla, Residenciales El Pabellón.",0:10:00,"Agencia Escuintla",N/A,"Sin Cobertura",,EBANO
1742,q021,08.2.586,CASETA,"QSA CENTRAL MOTRIZ TIVOLI (Q021)",LOCAL,"1Era Avenida 9-38 Zona 9",0:10:00,"Base Zona 9",N/A,"Sin Cobertura",,EBANO
1743,q022,08.2.681,CASETA,"QSA SABRITAS CHIMALTENANGO (Q022)",DEPARTAMENTAL,"San Miguel El Tejar, Zona 0 1ª. Avenida Aldea Chipoton, El Tejar Chimaltenango",0:35:00,"Ébano Chimaltenango",N/A,"Sin Cobertura",,EBANO
1744,q023,08.2.393,CASETA,"QSA BANDEGUA ZONA 9 (Q023)",LOCAL,"7A Ave. 14-44,  Edificio La Galeria 5To. Nivel Zona 9",0:10:00,"Base Zona 9",N/A,"Sin Cobertura",,EBANO
1745,q024,,CASETA,"QSA CENTRAL MOTRIZ ZONA 11 (Q024)",LOCAL,"Calzada Aguilar Batres 27-20  Zona 11",0:10:00,"Shell Mariscal",N/A,"Sin Cobertura",,EBANO
1746,q025,08.2.176,CASETA,"QSA LANCASCO ZONA 18 (Q025)",LOCAL,"Km. 5.5 Carretera Al Atlantico  Zona 18",0:10:00,"Base Shell Norte",N/A,"Sin Cobertura",,EBANO
1747,q026,08.2.748,CASETA,"QSA GRUPO UMA ZONA 11 (q026)",LOCAL,"Calzada Aguilar Batres 41-08 Monte María 2, Zona 11 Villa Nueva Guatemala",0:15:00,"Aguilar Batres",N/A,"Sin Cobertura",,EBANO
1748,q027,08.2.359,CASETA,"QSA SIMAN MIRAFLORES (Q027)",LOCAL,"Centro Comercial Miraflores  Local Ancla Zona 11",0:10:00,"Base B.I. Calzada Roosevelt",N/A,"Sin Cobertura",,EBANO
1749,q028,08.2.558,CASETA,"QSA CENTRAL MOTRIZ PRADERA (Q028)",LOCAL,"Boulevard Los Proceres 26-41 Zona 10",0:10:00,"Base Americas",N/A,"Sin Cobertura",,EBANO
1750,q029,08.2.182,CASETA,"QSA MERCADEO INMOBILIARIO (Q029)",LOCAL,"Edificio Geminis 10 3Er. Nivel Of. 303 Zona 10",0:10:00,"Shell la Torre Zona 9",N/A,"Sin Cobertura",,EBANO
1751,q030,08.2.559,CASETA,"QSA BANDEGUA MORALES (Q030)",DEPARTAMENTAL,"Col. Grande Bandegua Bananera",0:12:00,"Agencia Morales",N/A,"Sin Cobertura",,EBANO
1752,q031,08.2.379,CASETA,"QSA SABRITAS XELA (Q031)",DEPARTAMENTAL,"Km 196.5 Carretera Inter Americana Las Rosas Quetzaltenango",0:10:00,"Agencia Xela",N/A,"Sin Cobertura",,EBANO
1753,q032,08.2.379,CASETA,"QSA COCA COLA ZONA 18 (Q032)",LOCAL,"Km 7.5 Al Atlantico  Zona 18",0:10:00,"Base Shell Norte",N/A,"Sin Cobertura",,EBANO
1754,q033,08.2.512,CASETA,"QSA COMCEL OBELISCO (Q33)",LOCAL,"20 Calle 1-75 Zona 10",0:10:00,"Base Americas",N/A,"Sin Cobertura",,EBANO
1755,q034,08.2.513,CASETA,"QSA COMCEL XELA (Q034)",DEPARTAMENTAL,"4Ta Calle 18-01 Centro Comercial Pradera Zona 3",0:10:00,"Ag Ebano Xela",N/A,"Sin Cobertura",,EBANO
1756,q035,,CASETA,"QSA LA LICORERA NACIONAL (Q035)",LOCAL,"Km 16.5 Carretera Roosevelt 4-81 ",0:10:00,"Base Oficinas Centrales",N/A,"Sin Cobertura",,EBANO
1757,q036,08.2.446,CASETA,"QSA COAGRO SAN JORGE (Q036)",DEPARTAMENTAL,"Aldea San Jorge Coagro Zacapa",0:15:00,"Agencia Zacapa",N/A,"Sin Cobertura",,EBANO
1758,q037,08.2.478,CASETA,"QSA COFIÑO STAHL TOYOTA ZONA 11 (Q037)",LOCAL,"17 Avenida 18-78, Anillo Periferico Zona 11",0:10:00,"Aguilar Batres",N/A,"Sin Cobertura",,EBANO
1759,q038,,CASETA,"QSA UNO DELTA BARCENAS (q038)",LOCAL,"Km. 19.25 Carretera Al Pacifico Villa Nueva",0:15:00,"Villa Nueva ",N/A,"Sin Cobertura",,EBANO
1760,q039,08.2.515,CASETA,"QSA  IVESA ZONA 9 (Q039)",LOCAL,,,,N/A,"Sin Cobertura",,EBANO
1761,q040,08.2.184,CASETA,"QSA LA POPULAR ZONA 4 (Q040)",LOCAL,"Via 3 5-42 Zona 4",0:10:00,"Base Shell Carmel",N/A,"Sin Cobertura",,EBANO
1762,q042,08.2.251,CASETA,"QSA Z GAS ESTANZUELA (Q042)",DEPARTAMENTAL,"Km. 142 Ruta A Esquipulas Estanzuela Zacapa",0:10:00,"Agencia Zacapa",N/A,"Sin Cobertura",,EBANO
1763,q043,08.2.117,CASETA,"QSA COLEGIO CAPOUILLEZ (Q043)",LOCAL,"30A. Avenida  9-96  Zona 11",0:10:00,"Base B.I. Calzada Roosevelt",N/A,"Sin Cobertura",,EBANO
1764,q044,08.2.719,CASETA,"QSA CPX BOX ZONA 13(Q044)",LOCAL,"Av. Las Américas 12-34 zona 14",0:10:00,"Shell Carmel Zona 4",N/A,"Sin Cobertura",,EBANO
1765,q045,08.2.560,CASETA,"QSA SHELL PUERTO BARRIOS (Q045)",DEPARTAMENTAL,"Refineria Guatcal, Pto. Barrios",0:10:00,"Agencia Pto. Barrios",N/A,"Sin Cobertura",,EBANO
1766,q046,08.2.545,CASETA,"QSA COMITE OLIMPICO GUATEMALTECO (Q046)",LOCAL,"10 Calle 2-28 Zona 9",0:10:00,Oriente,N/A,"Sin Cobertura",,EBANO
1767,q047,08.2.365,CASETA,"QSA INTECAP QUETZALTENANGO (Q047)",DEPARTAMENTAL,"6 Ta. Calle 29-50  Quetzaltenango",0:10:00,"Agencia Xela",N/A,"Sin Cobertura",,EBANO
1768,q048,08.2.076,CASETA,"QSA BAYER (Q048)",LOCAL,"Km. 14.5  Calz  Roosevelt Zona 3",0:10:00,"Central Ebano",N/A,"Sin Cobertura",,EBANO
1769,q050,08.2.179,CASETA,"QSA BICREDIT (Q050)",LOCAL,"Via 6, 6-60, Zona 4",0:10:00,"Shell Carmel Zona 4",N/A,"Sin Cobertura",,EBANO
1770,q051,08.2.516,CASETA,"QSA COMCEL MAZATENANGO (q051)",DEPARTAMENTAL,"4Ta. Avenida 7A. Calle Esquina  Centro Comercial ",0:15:00,Mazatenango,N/A,"Sin Cobertura",,EBANO
1771,q052,08.2.449,CASETA,"QSA LA POPULAR ESCUINTLA (Q052)",DEPARTAMENTAL,"Km. 56.5 Carretera Al Pacifico",0:10:00,"Agencia Escuintla",N/A,"Sin Cobertura",,EBANO
1772,q053,08.2.073,CASETA,"QSA GBM (Q053)",LOCAL,"Ave. Reforma 12-33 Zona 10",0:10:00,"Base Zona 10",N/A,"Sin Cobertura",,EBANO
1773,q054,08.2.561,CASETA,"QSA BANDEGUA PUERTO BARRIOS (Q054)",DEPARTAMENTAL,"Colonia Urbanizada Casa #2 Santo Tomas De Castilla, Puerto Barrios",0:12:00,"Agencia Pto. Barrios",N/A,"Sin Cobertura",,EBANO
1774,q056,08.2.432,CASETA,"QSA AUXILIO POSTUMO  (Q056)",LOCAL,"5Ta Calle 4-56 Zona 1",0:10:00,"Base Shell Zona 1",N/A,"Sin Cobertura",,EBANO
1775,q057,,CASETA,"QSA TIKAL FUTURA (Q057) A TRAVES DE AG. TIKAL FUTURA A049",LOCAL,"Calz Roosvelt 22-43 Zona 11 Niv.1",0:10:00,"BI Roosevelth",N/A,"Sin Cobertura",,EBANO
1776,q058,08.2.436,CASETA,"QSA VENTAS KERNS I (Q058)",LOCAL,"Kilometro 7.5 Carretera Al Atlantico Zona 17",0:10:00,"Base Shell Norte",N/A,"Sin Cobertura",,EBANO
1777,q059,08.2.103,CASETA,"QSA IRTRA  ZONA 9 (Q059)",LOCAL,"7A. Avenida 7-24, Zona 9",0:10:00,"Base Zona 9",N/A,"Sin Cobertura",,EBANO
1778,q061,,CASETA,"QSA DISTELSA ZONA 9 (Q061)",LOCAL,"1A. Calle 7-66, Zona 9",0:10:00,"Base Zona 9",N/A,"Sin Cobertura",,EBANO
1779,q062,08.2.546,CASETA,"QSA CABLE SUR (q062)",LOCAL,"46 Calle 24-50 Zona 12",0:10:00,"santa elisa",N/A,"Sin Cobertura",,EBANO
1780,q063,08.2.083,CASETA,"QSA VAS BOCA DEL MONTE (Q063)",LOCAL,"1-00 Finca San Agustin Zona 7, San Miguel Petapa. ",0:40:00,,N/A,"Sin Cobertura",,EBANO
1781,q064,08.2.492,CASETA,"QSA COMCEL COBÁN  (Q064)",DEPARTAMENTAL,"Diagonal 4  3-12  Coban.",0:10:00,"Agencia Coban",N/A,"Sin Cobertura",,EBANO
1782,q065,08.2.480,CASETA,"QSA NESTLE ANTIGUA (Q065)",DEPARTAMENTAL,"Km. 46.5 Carretera A Ciudad Vieja Antigua",0:15:00,"Agencia Antigua",N/A,"Sin Cobertura",,EBANO
1783,q066,08.2.364,CASETA,"QSA TUBAC (Q066)",LOCAL,"Km 11.5 Carretera San Miguel Petapa ",0:15:00,"Base Villa Nueva",N/A,"Sin Cobertura",,EBANO
1784,q067,08.2.375,CASETA,"QSA ALCAZAR (Q067)",LOCAL,"Avenida El Ferrocarril 19-97,  El Cortijo Empresarial  Ofi Bod. 801 Zona 12",0:10:00,"Base Shell Santa Elisa",N/A,"Sin Cobertura",,EBANO
1785,q069,,CASETA,"QSA  IVESA ZONA 10 (Q069)",LOCAL,"10ma. Avenida 17-47 zona 10",0:10:00,,N/A,"Sin Cobertura",,EBANO
1786,q070,08.2.069,CASETA,"QSA UNO ACATAN (q070)",LOCAL,"Ave Petapa 48-01 Zona 12",0:10:00,"Base Shell Santa Elisa",N/A,"Sin Cobertura",,EBANO
1787,q071,08.2.562,CASETA,"QSA PRODUCTOS AGRÍCOLAS DE ORIENTE  (Q071)",DEPARTAMENTAL,"Km. 157 Carretera A Guija Finca Los Cerritos, Hacienda ",1:30:00,"Agencia Jutiapa",N/A,"Sin Cobertura",,EBANO
1788,q072,08.2.418,CASETA,"QSA UNIPHARM (Q072)",LOCAL,"Km. 18 Carretera Al Pacifico Villa Nueva",0:10:00,"Villa Nueva",N/A,"Sin Cobertura",,EBANO
1789,q073,08.2.078,CASETA,"QSA COCA COLA ZONA 11 (Q073)",LOCAL,"26 Calle 6-02 Zona 11",0:10:00,"Base Shell Aguilar Batres",N/A,"Sin Cobertura",,EBANO
1790,q074,08.2.521,CASETA,"QSA COMCEL JALAPA (Q074)",DEPARTAMENTAL,"1A. Calle 0-09 Zona 2 Jalapa",0:10:00,"Agencia Zacapa",N/A,"Sin Cobertura",,EBANO
1791,q075,08.2.709,CASETA,"QSA La Popular Zona 4 II (Q075)",LOCAL,"Via 3 6-42 Zona 4",0:10:00,Americas,N/A,"Sin Cobertura",,EBANO
1792,q076,08.2.353,CASETA,"QSA PAIZ MEGA SEIS (Q076)",LOCAL,"15 Avenida 16-11  C.C. Megaseis Local 101 Zona 6",0:10:00,"Shell Parroquia Zona 6",N/A,"Sin Cobertura",,EBANO
1793,q077,08.2.486,CASETA,"QSA COMCEL ALTOS DE SAN CRISTOBAL (q077)",LOCAL,"Centro Comercial Mix, Local 21 "B"" San Cristobal"",0:15:00,"Aguilar Batres",N/A,"Sin Cobertura",,EBANO
1794,q078,08.2.563,CASETA,"QSA LAPRIN (EUROPHARMOS) (Q078)",LOCAL,"Km. 16.5 Carretera Al Salvador Cruce A Llanos Arrazola Fraijanes",0:10:00,"Base Shell Condado",N/A,"Sin Cobertura",,EBANO
1795,q079,08.2.121,CASETA,"QSA IRTRA PETAPA (Q079)",LOCAL,"8Va. Avenida Petapa 42-36 Zona 12",0:10:00,"Shell Santa Elisa Zona 12",N/A,"Sin Cobertura",,EBANO
1796,q080,,CASETA,"QSA CENTRAL MOTRIZ ROOSEVELT II (Q080)",LOCAL,"Calzada Rooseveth 5-86 Colonia Cotio",0:10:00,"Base Oficinas Centrales",N/A,"Sin Cobertura",,EBANO
1797,q081,08.2.564,CASETA,"QSA INGENIO SANTA ANA (Q081)",DEPARTAMENTAL,"Km. 65.5 Carretera Al Pacifico Entrada Al Ingenio",0:25:00,"Agencia Escuintla",N/A,"Sin Cobertura",,EBANO
1798,q083,08.2.565,CASETA,"QSA ALDERSA (Q083)",DEPARTAMENTAL,"Kilometro 63.5 Carretera  A Puerto Quetzal.",0:15:00,Escuintla,N/A,"Sin Cobertura",,EBANO
1799,q084,08.2.596,CASETA,"QSA TELEFONICA CENTRA SUR (q084)",LOCAL,"23 Calle 1-55 Interior Centro De Mayoreo Locales 4B1, 5N1, 6B1",0:20:00,Petapa,N/A,"Sin Cobertura",,EBANO
1800,q085,08.2.386,CASETA,"QSA COCA COLA CHIMALTENANGO (Q085)",DEPARTAMENTAL,"Km. 53.5 Carretera Interamericana Chimaltenango",0:10:00,"Agencia Chimaltgo.",N/A,"Sin Cobertura",,EBANO
